"pathway","source","size","FAC_vs_Cont:
p-value","FAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","FAC_vs_Cont:
Normalized enrichment score","LiproxposFAC_vs_Cont:
p-value","LiproxposFAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","LiproxposFAC_vs_Cont:
Normalized enrichment score","MTposFAC_vs_Cont:
p-value","MTposFAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","MTposFAC_vs_Cont:
Normalized enrichment score"
"GOBP_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RECEPTOR_CLUSTERING","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RECEPTOR_INTERNALIZATION","GOBP",59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE","GOBP",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS","GOBP",114,0.7798073063026897,0.8595684083689342,-0.8174544394837041,0.2558955369323719,0.41907991620737506,1.160175092105726,0.24353577871316898,0.6297434888468065,1.169560652381099
"GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS_INVOLVED_IN_CHOLESTEROL_TRANSPORT","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RECEPTOR_RECYCLING","GOBP",22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT","GOBP",116,0.7410678442392613,0.8595684083689342,-0.8430749508093441,0.21633825944170773,0.41907991620737506,-1.193940815222972,0.3895870736086176,0.6297434888468065,-1.0767207605458127
"GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY","GOBP",140,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RELAXATION_OF_CARDIAC_MUSCLE","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RELAXATION_OF_MUSCLE","GOBP",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA","GOBP",46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL","GOBP",80,0.7410678442392613,0.8595684083689342,-0.8430749508093441,0.21633825944170773,0.41907991620737506,-1.193940815222972,0.3895870736086176,0.6297434888468065,-1.0767207605458127
"GOBP_REGULATION_OF_REMOVAL_OF_SUPEROXIDE_RADICALS","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS","GOBP",33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_REPRODUCTIVE_PROCESS","GOBP",178,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPIRATORY_BURST","GOBP",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE","GOBP",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE_BY_NERVOUS_SYSTEM_PROCESS","GOBP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPIRATORY_SYSTEM_PROCESS","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS","GOBP",350,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS","GOBP",178,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS","GOBP",246,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPONSE_TO_DRUG","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","GOBP",82,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS","GOBP",978,0.6125589985635133,0.8595684083689342,-0.8826256052139576,0.0817490494296578,0.41907991620737506,-1.4487036980488943,0.2850222042793702,0.6297434888468065,-1.1818742551391928
"GOBP_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS","GOBP",25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPONSE_TO_FOOD","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPONSE_TO_OSMOTIC_STRESS","GOBP",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS","GOBP",102,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES","GOBP",40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPONSE_TO_STRESS","GOBP",1364,0.6125589985635133,0.8595684083689342,-0.8826256052139576,0.0817490494296578,0.41907991620737506,-1.4487036980488943,0.2850222042793702,0.6297434888468065,-1.1818742551391928
"GOBP_REGULATION_OF_RESPONSE_TO_TUMOR_CELL","GOBP",22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING","GOBP",166,0.5771937086092715,0.8595684083689342,-0.9251946744225858,0.015148327372185988,0.2487876871178579,-1.6268584744168024,0.04919699125838585,0.6297434888468065,-1.508395145513855
"GOBP_REGULATION_OF_RESTING_MEMBRANE_POTENTIAL","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RETINAL_GANGLION_CELL_AXON_GUIDANCE","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RETROGRADE_PROTEIN_TRANSPORT_ER_TO_CYTOSOL","GOBP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RHO_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION","GOBP",88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RHODOPSIN_MEDIATED_SIGNALING_PATHWAY","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RIBONUCLEASE_ACTIVITY","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RIBOSOME_BIOGENESIS","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RIG_I_SIGNALING_PATHWAY","GOBP",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RNA_BINDING","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RNA_EXPORT_FROM_NUCLEUS","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RNA_POLYMERASE_II_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING","GOBP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RNA_SPLICING","GOBP",153,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RRNA_PROCESSING","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RUFFLE_ASSEMBLY","GOBP",32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY","GOBP",26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SALIVA_SECRETION","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SARCOMERE_ORGANIZATION","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SECONDARY_HEART_FIELD_CARDIOBLAST_PROLIFERATION","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SECONDARY_METABOLIC_PROCESS","GOBP",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SECRETION","GOBP",609,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SENSORY_PERCEPTION","GOBP",33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE","GOBP",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SEQUESTERING_OF_ZINC_ION","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SEROTONIN_SECRETION","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SHORT_TERM_NEURONAL_SYNAPTIC_PLASTICITY","GOBP",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","GOBP",103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY","GOBP",173,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION","GOBP",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION","GOBP",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION","GOBP",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_PROLIFERATION","GOBP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DEVELOPMENT","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT","GOBP",26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_GROWTH","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_REGENERATION","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SMAD_PROTEIN_COMPLEX_ASSEMBLY","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION","GOBP",31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION","GOBP",300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS","GOBP",342,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_CHEMOTAXIS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION","GOBP",43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION","GOBP",65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY","GOBP",82,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SNARE_COMPLEX_ASSEMBLY","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SODIUM_DEPENDENT_PHOSPHATE_TRANSPORT","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT","GOBP",67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT","GOBP",90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SOMITOGENESIS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS","GOBP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SPINDLE_ASSEMBLY","GOBP",30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SPINDLE_ORGANIZATION","GOBP",44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SPONTANEOUS_SYNAPTIC_TRANSMISSION","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS","GOBP",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SREBP_SIGNALING_PATHWAY","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION","GOBP",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STEM_CELL_DIVISION","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE","GOBP",35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION","GOBP",51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS","GOBP",73,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS","GOBP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STEROID_HORMONE_SECRETION","GOBP",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS","GOBP",104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STEROL_TRANSPORT","GOBP",80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STORE_OPERATED_CALCIUM_ENTRY","GOBP",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE","GOBP",203,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STRESS_GRANULE_ASSEMBLY","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION","GOBP",98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION","GOBP",96,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING","GOBP",58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SULFUR_METABOLIC_PROCESS","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION","GOBP",22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SUPEROXIDE_DISMUTASE_ACTIVITY","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS","GOBP",34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION","GOBP",374,0.04661354581673307,0.5000362187613183,1.306661746500171,0.4221399337361138,0.5683679762102937,1.0534326236040843,0.7053517739025857,0.8798256799207729,0.8652856049748384
"GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY","GOBP",103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPSE_MATURATION","GOBP",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPSE_STRUCTURAL_PLASTICITY","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY","GOBP",213,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPTIC_ASSEMBLY_AT_NEUROMUSCULAR_JUNCTION","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY","GOBP",197,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_DOPAMINERGIC","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC","GOBP",34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC","GOBP",70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPTIC_VESICLE_CLUSTERING","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS","GOBP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS","GOBP",56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPTIC_VESICLE_MEMBRANE_ORGANIZATION","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPTIC_VESICLE_PRIMING","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING","GOBP",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION","GOBP",30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYSTEM_PROCESS","GOBP",578,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE","GOBP",95,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_ENDOTHELIN","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE","GOBP",38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_NOREPINEPHRINE_EPINEPHRINE","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN","GOBP",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_VASOPRESSIN","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL","GOBP",48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CELL_ACTIVATION","GOBP",342,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS","GOBP",34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS","GOBP",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CELL_COSTIMULATION","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION","GOBP",151,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS","GOBP",25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CELL_EXTRAVASATION","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY","GOBP",40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY","GOBP",88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CELL_MIGRATION","GOBP",44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CELL_PROLIFERATION","GOBP",174,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY","GOBP",44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_CIRCLE_FORMATION","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_HELPER_1_CELL_DIFFERENTIATION","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE","GOBP",29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION","GOBP",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_HELPER_17_CELL_LINEAGE_COMMITMENT","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE","GOBP",26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION","GOBP",38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY","GOBP",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_TELOMERASE_ACTIVITY","GOBP",50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_TELOMERE_CAPPING","GOBP",26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_TELOMERE_MAINTENANCE","GOBP",80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING","GOBP",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_TETRAPYRROLE_METABOLIC_PROCESS","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION","GOBP",26,NA,NA,NA,NA,NA,NA,NA,NA,NA
